Id,SalePrice
1461,129493.835938
1462,167015.375
1463,204276.140625
1464,226051.890625
1465,185608.9375
1466,188332.484375
1467,205855.9375
1468,175535.1875
1469,207001.71875
1470,122254.242188
1471,223435.96875
1472,116101.601562
1473,113351.921875
1474,165750.34375
1475,85798.6875
1476,278161.96875
1477,247552.203125
1478,273612.6875
1479,261894.078125
1480,313088.34375
1481,303348.34375
1482,212071.9375
1483,180771.328125
1484,165501.59375
1485,196194.296875
1486,208168.9375
1487,265965.03125
1488,251706.515625
1489,180159.984375
1490,242975.578125
1491,208495.703125
1492,79994.21875
1493,199385.75
1494,247990.5
1495,299210.25
1496,235273.046875
1497,159908.453125
1498,154578.859375
1499,158848.828125
1500,160097.046875
1501,195304.3125
1502,140221.515625
1503,261261.890625
1504,249689.0
1505,251669.015625
1506,228424.453125
1507,272060.375
1508,212523.765625
1509,161272.609375
1510,168744.3125
1511,143148.046875
1512,216241.515625
1513,147105.765625
1514,167414.140625
1515,239210.140625
1516,157218.6875
1517,176647.90625
1518,130469.328125
1519,255187.1875
1520,120745.101562
1521,116968.976562
1522,222825.578125
1523,70056.6640625
1524,105024.046875
1525,90149.7890625
1526,103454.359375
1527,118569.445312
1528,148796.140625
1529,134161.328125
1530,216932.40625
1531,162345.0625
1532,96623.3359375
1533,154674.359375
1534,111190.007812
1535,152906.734375
1536,100948.59375
1537,103924.304688
1538,159112.421875
1539,201666.3125
1540,112842.820312
1541,153370.4375
1542,138706.234375
1543,182728.828125
1544,79744.8984375
1545,93034.734375
1546,149635.09375
1547,155898.6875
1548,111932.234375
1549,119513.046875
1550,143958.34375
1551,120544.84375
1552,143113.875
1553,155985.03125
1554,111402.140625
1555,198616.625
1556,86565.6171875
1557,108256.078125
1558,68830.9140625
1559,91993.765625
1560,133664.828125
1561,131112.390625
1562,123998.335938
1563,103151.59375
1564,196012.5
1565,164869.328125
1566,241135.5
1567,73456.765625
1568,266253.96875
1569,143388.078125
1570,135922.609375
1571,118752.976562
1572,151995.0
1573,238209.53125
1574,131860.28125
1575,233013.78125
1576,248080.0625
1577,188692.3125
1578,152782.546875
1579,145323.5625
1580,221770.609375
1581,156726.5625
1582,115077.515625
1583,311452.65625
1584,239939.734375
1585,146240.65625
1586,68733.203125
1587,71937.9453125
1588,136853.109375
1589,110017.085938
1590,124054.695312
1591,63719.78125
1592,128717.015625
1593,139269.515625
1594,117088.234375
1595,112876.445312
1596,218698.53125
1597,173064.71875
1598,196299.828125
1599,182262.796875
1600,179136.734375
1601,64423.9765625
1602,131719.671875
1603,87661.515625
1604,235443.96875
1605,277745.09375
1606,188938.0625
1607,179421.25
1608,242259.96875
1609,180411.03125
1610,145868.09375
1611,158269.140625
1612,183919.515625
1613,206355.984375
1614,136192.46875
1615,82055.578125
1616,63646.734375
1617,73069.9609375
1618,105694.914062
1619,151317.71875
1620,171958.53125
1621,135088.875
1622,133330.546875
1623,222078.921875
1624,235727.234375
1625,102132.554688
1626,245630.609375
1627,227952.859375
1628,291033.4375
1629,181672.515625
1630,279897.0625
1631,206367.703125
1632,233738.84375
1633,178286.0
1634,219109.71875
1635,201928.875
1636,172616.25
1637,230922.1875
1638,235812.59375
1639,242475.671875
1640,279756.84375
1641,232893.265625
1642,248753.4375
1643,228492.625
1644,236610.90625
1645,234499.53125
1646,207430.5625
1647,185388.875
1648,121008.78125
1649,131093.5
1650,133489.0625
1651,128106.492188
1652,114453.796875
1653,112479.445312
1654,162218.90625
1655,146978.078125
1656,150781.515625
1657,160880.515625
1658,153406.609375
1659,120031.664062
1660,168014.671875
1661,316744.75
1662,300038.40625
1663,315670.40625
1664,316293.21875
1665,274533.09375
1666,310059.84375
1667,292780.5
1668,312560.875
1669,281101.34375
1670,308388.375
1671,293160.71875
1672,313805.90625
1673,277389.75
1674,264082.5
1675,223638.40625
1676,213461.578125
1677,243005.8125
1678,310948.28125
1679,322205.28125
1680,279515.4375
1681,233602.625
1682,306760.03125
1683,202865.5625
1684,202211.53125
1685,181879.09375
1686,174205.328125
1687,169288.96875
1688,220340.140625
1689,213795.234375
1690,228598.46875
1691,211850.625
1692,279182.9375
1693,160055.640625
1694,210430.40625
1695,165990.484375
1696,296753.65625
1697,173192.015625
1698,315298.3125
1699,237512.796875
1700,240227.25
1701,291224.9375
